latitude,longitude,loc_id
-39.016483,177.403519,0
-45.221,166.886,1
-44.24772,170.84293,2
-39.01654,177.40353,3
-41.26853,173.34468999999999,4
-37.349216,175.657379,5
-43.64254,170.9063,6
-43.31138,172.34623,7
-41.525369999999995,172.82757999999998,8
-43.492999999999995,172.537,9
-39.57454,175.4402,10
-39.10997,177.91725,11
-38.61392,176.9548,12
-39.04882,174.30165,13
-39.44622,176.09926,14
-41.589,175.233,15
-40.978649999999995,175.63643,16
-36.606,174.83499999999998,17
-36.92167,175.00806,18
-46.413,168.31699999999998,19
-43.823119999999996,172.7527,20
-40.279572,176.649353,21
-43.22732,172.724,22
-39.39944,175.18944,23
-40.90759,176.07289,24
-46.086389999999994,167.81583,25
-40.2039,176.4971,26
-45.01791,168.75799999999998,27
-44.03774,170.77051,28
-43.47962,172.08417,29
-45.92905,170.19695,30
-37.791609099999995,178.3749948,31
-38.80705,177.13205,32
-39.609249999999996,176.39453,33
-38.23722,175.80417,34
-42.176939999999995,172.22915999999998,35
-42.88033,172.68958999999998,36
-42.117,171.85999999999999,37
-42.71376,170.98398,38
-44.724,169.244,39
-43.26665,170.3246,40
-37.8257,178.07161,41
-46.29282,169.73149999999998,42
-43.626219999999996,172.47039999999998,43
-38.339439999999996,176.79056,44
-41.300889999999995,173.21609999999998,45
-37.16211,175.79658,46
-40.907,174.98399999999998,47
-37.00056,174.6025,48
-38.107,176.316,49
-41.72651,174.2762,50
-43.61709,172.60899999999998,51
-43.67444,171.37639,52
-44.97182,171.08189,53
-37.67704,176.19777,54
-45.040099999999995,169.68419,55
-43.72154,170.06493,56
-39.16583,175.42167,57
-42.37833,173.54693999999998,58
-45.22172,167.62987999999999,59
-46.89083,168.11253,60
-39.461,176.85899999999998,61
-42.88314,171.53229,62
-38.03111,177.34417,63
-42.959869999999995,172.91278,64
-43.58801,172.79999999999998,65
-45.75,169.71668,66
-41.123965999999996,175.308884,67
-44.6812215,169.20341779999998,68
-35.1092,173.76242,69
-41.804849999999995,172.32478,70
-45.648419999999994,169.39228,71
-42.76318,172.55365,72
-34.69833,173.02417,73
-45.518139999999995,170.13560999999999,74
-38.516999999999996,175.57999999999998,75
-38.14792,178.12950999999998,76
-39.422619999999995,173.86025999999998,77
-39.91806,176.42499999999998,78
-39.5837,174.84179999999998,79
-42.38653,171.45933,80
-38.776939999999996,176.411,81
-36.86297,174.71185,82
-46.1562,166.61299,83
-36.24611,175.46722,84
-45.94412,167.90080999999998,85
-41.33302,172.98452,86
-39.963867,175.020401,87
-39.61,176.912,88
-41.05346,175.82918999999998,89
-38.15255,177.0864,90
-35.48408,173.41903,91
-38.791399999999996,175.2847,92
-44.00056,170.40361,93
-37.673,176.196,94
-40.622,175.257,95
-45.61673,170.61070999999998,96
-36.70833,174.38,97
-37.409259999999996,175.92117,98
-44.973,171.081,99
-45.81111,170.13110999999998,100
-44.97781,168.018,101
-35.4516,173.81824,102
-35.505449999999996,174.13203,103
-37.732659999999996,175.74090999999999,104
-45.03389,170.26778,105
-43.9015,170.92238,106
-35.06778,173.28628999999998,107
-40.170809999999996,175.23877,108
-46.44182,168.39772,109
-35.264300999999996,173.39700299999998,110
-41.74326,171.61186999999998,111
-35.931529999999995,173.85325,112
-37.821999999999996,176.32399999999998,113
-43.61297,172.3079,114
-39.961999999999996,175.024,115
-39.96903,175.64463999999998,116
-41.90647,171.43881,117
-45.915,169.23972,118
-39.44625,175.65787,119
-43.29206,170.99523,120
-34.431999999999995,172.682,121
-40.81543,175.15196,122
-39.65,176.76667,123
-39.55735,176.56314999999998,124
-43.75705,173.04528,125
-43.721109999999996,172.59,126
-39.39528,175.91222,127
-40.570699999999995,176.10999999999999,128
-45.008289999999995,170.82281,129
-43.07026,172.65344,130
-41.59148,175.23289,131
-39.39333,176.56055999999998,132
-41.35306,174.91083,133
-41.18589,172.87464,134
-35.424,173.822,135
-43.63324,172.72808,136
-38.888999999999996,175.332,137
-39.35111,175.73083,138
-37.35065,175.34116,139
-41.14027,175.04282999999998,140
-35.73018,173.66433999999998,141
-43.905,171.80499999999998,142
-37.564,178.314,143
-41.31198,174.72790999999998,144
-39.469609999999996,176.86382,145
-35.2825,173.98583,146
-39.26972,176.68222,147
-45.485,168.69889,148
-40.506519999999995,175.91585999999998,149
-43.47103,171.8988,150
-38.09468,175.3876,151
-43.861,169.007,152
-42.555279999999996,171.49667,153
-40.975,175.638,154
-37.77567,175.30506,155
-45.928999999999995,170.197,156
-46.028999999999996,168.10999999999999,157
-42.21065,173.07019,158
-45.25427,170.6858,159
-40.81531,172.7765,160
-38.659169999999996,177.983,161
-41.2675,172.16527,162
-39.6117,174.2917,163
-45.032,169.197,164
-45.56583,168.22222,165
-46.09729,168.451,166
-35.73222,174.05861,167
-41.64724,174.07273999999998,168
-43.50495,170.92634999999999,169
-36.86333,175.43223999999998,170
-46.114999999999995,168.887,171
-38.445609999999995,174.97120999999999,172
-38.158229999999996,174.772446,173
-45.20342,169.3182,174
-38.53167,176.50772,175
-45.388,170.20499999999998,176
-43.17277,172.51139,177
-41.35116,173.95362,178
-41.42747,175.47118999999998,179
-40.20301,175.37203,180
-43.736,170.096,181
-44.70417,170.775,182
-44.673989999999996,167.92299,183
-37.021119999999996,175.16544,184
-45.44222,170.41333,185
-37.60341,176.0575,186
-46.19883,170.00673,187
-39.581379999999996,175.10474,188
-37.60704,174.96474,189
-41.58718,173.53125,190
-35.129,174.015,191
-36.595949999999995,175.51703999999998,192
-36.272999999999996,174.796,193
-39.22428,176.83882,194
-41.097269999999995,172.97072,195
-43.03828,171.75236999999998,196
-40.577279999999995,176.44889,197
-42.53433,172.85098,198
-45.901289999999996,170.5147,199
-37.864999999999995,175.33599999999998,200
-39.73167,176.44306,201
-39.498729999999995,175.74872,202
-44.358889999999995,170.93639,203
-36.2108,174.05115999999998,204
-39.33726,174.30487,205
-38.35471,177.55164,206
-37.618809999999996,177.90609999999998,207
-38.957699999999996,175.59081,208
-38.62025,174.72012999999998,209
-45.024,168.737,210
-38.595099999999995,175.2062,211
-40.697207999999996,175.855011,212
-43.73715,-176.24656,213
-43.470279999999995,172.68222,214
-37.715565,176.04956099999998,215
-43.48558,172.35344,216
-41.498909999999995,173.96285,217
-38.265809999999995,175.02555999999998,218
-43.76153,172.30495,219
-44.83407,167.77751999999998,220
-42.716,170.983,221
-37.516,177.177,222
-41.83862,174.07723,223
-45.30593,169.33165,224
-41.321999999999996,174.804,225
-42.8289,173.22386,226
-39.951499999999996,176.61705999999998,227
-38.80399,177.47925999999998,228
-37.93963,176.14141999999998,229
-41.12683,174.83531,230
-43.9207,171.4856,231
-44.001729999999995,170.44319,232
-37.041489,175.292974,233
-37.925999999999995,176.91899999999998,234
-42.77014,172.88947,235
-38.072845,176.73376299999998,236
-36.48833,174.23,237
-39.91281,175.29364999999999,238
-37.7532,177.78799999999998,239
-35.769,174.364,240
-44.885259999999995,168.48044,241
-41.80442,172.843,242
-38.601216199999996,178.1464067,243
-43.84945,172.25856,244
-41.8886,173.62582,245
-43.816759999999995,-176.47502,246
-40.40793,175.6423,247
-42.421,173.691,248
-39.4619952,174.3062951,249
-44.98881,170.12483,250
-36.9648,174.78052,251
-41.69341,173.20208,252
-42.60076,173.40196,253
-44.090979999999995,171.10312,254
-40.9124,175.5591,255
-43.29526,172.22501,256
-44.528,169.89,257
-35.50747,174.4519,258
-36.1351,174.55951,259
-45.515319999999996,167.85798,260
-37.94472,176.5075,261
-45.76181,168.24568,262
-38.66,177.98399999999998,263
-39.0982998,174.76265569999998,264
-39.33162,175.75068,265
-41.55655,173.96238,266
-39.45389,175.85222,267
-43.328579999999995,172.61114,268
-45.1254,170.10030999999998,269
-34.896029999999996,173.34402,270
-40.324999999999996,175.611,271
-40.90689,176.21197999999998,272
-42.21282,173.41773,273
-40.043,176.268,274
-36.82817,175.67230999999998,275
-41.15963,174.13245999999998,276
-38.613009999999996,175.70283999999998,277
-46.90051,168.12851,278
-38.96667,177.15,279
-37.406853,175.828659,280
-43.789159999999995,171.79029,281
-38.74264,176.08088999999998,282
-37.090559999999996,175.15515,283
-39.002759999999995,175.87596,284
-44.51219,170.67839999999998,285
-43.63998,171.87878999999998,286
-36.05486,174.3228,287
-42.653,173.043,288
-38.589169999999996,176.16,289
-39.7317,176.4431,290
-40.905,176.212,291
-41.41923,175.25119999999998,292
-44.706269999999996,170.93989,293
-38.6055,176.75567999999998,294
-41.16164,174.9047,295
-42.94461,171.56513999999999,296
-41.1412,174.8832,297
-38.54087,177.49129,298
-36.363839999999996,174.57157999999998,299
-39.93882,175.04496,300
-44.233,170.117,301
-40.48496,176.61527999999998,302
-39.007999999999996,174.178,303
-37.20183,174.81074999999998,304
-37.57137,178.281613,305
-43.36548,170.13428,306
-41.739439999999995,173.50583,307
-40.217,176.117,308
-39.156909999999996,176.61191,309
-41.40828,174.87145999999998,310
-39.851389999999995,176.96083,311
-42.08333,173.25,312
-38.744,176.081,313
-38.92209,177.84381,314
-44.60543,171.12989,315
-44.74127,171.0631,316
-39.7747394,174.6011733,317
-43.95128,-176.56584999999998,318
-44.305,171.225,319
-35.189029999999995,173.12503999999998,320
-46.36036,168.77938,321
-41.247589999999995,175.4915,322
-40.2526,175.6024,323
-47.278,167.464,324
-41.21445,173.62416,325
-38.10594,176.31457,326
-46.10829,169.24670999999998,327
-43.91498,170.12861999999998,328
-39.117999999999995,177.95999999999998,329
-39.1658,175.4217,330
-45.76556,167.67972,331
-43.31386,171.38761,332
-41.38852,173.15967,333
-40.458614,176.296585,334
-45.91513,168.81369999999998,335
-43.609719999999996,171.15389,336
-39.188651,173.8829458,337
-41.444359999999996,173.72659,338
-43.905699999999996,171.79817,339
-39.275,176.87278,340
-44.6177,170.19559999999998,341
-42.97405,172.94844,342
-43.11667,172.225,343
